Zip, School, Rating
49428,Bursley School,5
49428,Sandy Hill School,4
49428,Pinewood School,4
49428,Jenison High School,5
49428,Rosewood School,5
49428,Jenison Christian School,4
49428,Jenison International Academy,4
49428,Jenison Public Schools Early Childhood Center,Georgetown Township
49534,West Mi Academy Of Environmental Science,4
49534,Blandford Nature Center,5
49534,Grandville Cummings Elementary School,4
49534,Kenowa Hills Central Elementary School,4
49534,Zinser Elementary School,5
49534,Covenant Christian High School,Grand Rapids
49534,Hope Protestant Reformed Christian School,Grand Rapids
49534,Kenowa Hills Early Childhood Center,MI
49315,Byron Center Charter School,4
49315,Cross Creek Charter Academy,9
49315,Countryside Elementary School,5
49315,Robert L. Nickels Intermediate School,4
49315,Byron Center High School,4
49315,Brown Elementary School,5
49315,Byron Center West Middle School,3
49315,Marshall Elementary School,5
49315,St Mary's Visitation School,5
49315,Byron Center Christian School,5
49315,Zion Christian School,Byron Center
49456,Walden Green Montessori,7
49456,West Mi Academy Of Arts And Academics,5
49456,Lake Hills Elementary School,5
49456,Spring Lake Alternative Education,MI
49456,Holmes Elementary School,5
49456,Jeffers Elementary School,5
49456,Spring Lake High School,5
49456,St. Mary's School,5
49456,Spring Lake Middle School,1
49456,Spring Lake Intermediate School,1
49456,Walden Green Montessori,Spring Lake
49316,Emmons Lake Elementary School,5
49316,Caledonia High School,4
49316,Caledonia Elementary School,5
49316,Kraft Meadows Middle School,5
49316,Dutton Elementary School,5
49316,Explorer Elementary,5
49316,Dutton Christian School,5
49316,American Reformed School,MI
49316,Faith Reformed Christian School,Caledonia
49316,Glenmor High School,4
49316,Dutton Christian School,MI
49316,Duncan Lake Early Childhood Center,Caledonia
49316,Duncan Lake Middle School,4
49316,Duncan Lake Transitions Program,MI
49316,Paris Ridge Elementary,5
49316,Innocademy Pyramid Campus,MI
49512,Excel Charter Academy,8
49512,Endeavor Elementary,5
49512,Crestwood Middle School,4
49512,Lighthouse Academy,Grand Rapids
49512,West Michigan Aviation Academy,Grand Rapids
49058,Star Elementary School,4
49058,Northeastern Elementary School,5
49058,Central Elementary School,5
49058,Hastings Middle School,3
49058,Southeastern Elementary School,5
49058,Hastings High School,2
49058,St Rose Of Lima School,5
49058,Barry County Christian School,5
49058,Hastings Adventist Elementary School,Hastings
49058,Barry Isd Special Education,MI
48838,Baldwin Heights School,6
48838,Cedar Crest Elementary School,4
48838,Greenville Middle School,4
48838,Greenville Senior High School,3
48838,Walnut Hills Elementary School,4
48838,Lincoln Heights Elementary School,5
48838,Seiter Education Service Center,Greenville
48838,St Charles Elementary School,5
48838,Pine Grove Amish Parochial School,Greenville
48838,Grattan Academy - Middle/High School,4
48838,Isd/Local Center Programs,Greenville
48838,West Michigan Virtual - Greenville,MI
49401,Allendale Middle School,4
49401,Evergreen Elementary,5
49401,Allendale High School,4
49401,Allendale Christian School,5
49401,New Options High School,MI
49401,Ottawa Area Center,Robinson
49401,Oakwood Intermediate,Allendale Charter Township
49301,Central Woodlands 5/6 School,4
49301,Ada Elementary School,5
49301,Central Middle School,5
49301,St. Patrick School,5
49301,Ada Christian School,4
49301,Journey Academy,Ada
49301,Goodwillie Environmental School,7
49301,Ada Vista Elementary School,4
49301,Eastern Middle School,5
49301,Eastern High School,4
49331,Cherry Creek Elementary School,3
49331,Lowell Senior High School,4
49331,Bushnell Elementary School,Lowell
49331,Lowell Middle School,4
49331,Unity Alternative School,Lowell
49331,Murray Lake Elementary,4
49319,Creative Technologies Academy,5
49319,New Beginnings Alternative High School,Cedar Springs
49319,Cedar Trails Elementary School,Cedar Springs
49319,Cedar Springs Middle School,4
49319,Cedar Springs High School,5
49319,Pilgrim Bible Academy,Cedar Springs
49319,Red Hawk Elementary,5
49319,R1ts,MI
49319,Beach Elementary School,Cedar Springs
49319,Cedar View Elementary School,Cedar Springs
49345,Sparta Senior High School,4
49345,Sparta Middle School,4
49345,Ridgeview Elementary School,Sparta
49345,Appleview Elementary School,6
49333,Mcfall Elementary School,Middleville
49333,Thornapple Kellogg High School,4
49333,Lee Elementary School,5
49333,Thornapple Kellogg Middle School,4
49333,Page Elementary School,4
49333,Learning Center,MI
49306,Chandler Woods Charter Academy,9
49306,Belmont Elementary School,5
49306,Assumption BVM School,4
49460,Sheldon Woods Elementary School,5
49046,Delton-Kellogg High School,3
49046,Delton Kellogg Elem. School,4
49046,Delton-Kellogg Middle School,3
49046,Cedar Creek Christian School,5
49046,Delton-Kellogg Alternative H.S.,Delton
54115,De Pere High School,8
54115,De Pere Middle School,7
54115,Dickinson Elementary School,6
54115,Heritage Elementary School,8
54115,West De Pere Middle School,6
54115,West De Pere High School,8
54115,Westwood Elementary School,5
54115,Our Lady of Lourdes School,4
54115,Immanuel Evangelical Lutheran School Of Shirley,WI
54115,Green Bay Mont Children's World,De Pere
54115,Foxview Intermediate School,8
54115,Notre Dame School Of De Pere,4
54115,Susie C Altmayer Elementary School,8
54115,Phantom Knight School Of Opportunity,2
54115,Hemlock Creek Elementary School,6
54115,Wisconsin International School,4
54313,Pioneer Elementary School,7
54313,King Elementary School,4
54313,Lombardi Middle School,4
54313,Bay Port High School,7
54313,Bay View Middle School,4
54313,Meadowbrook Elementary School,6
54313,Suamico Elementary School,7
54313,Forest Glen Elementary School,5
54313,Lannoye Elementary School,6
54313,St. John the Baptist Catholic School,Green Bay
54313,Lineville Intermediate School,5
54313,Green Bay Christian Academy,WI
54313,Howard And Suamico 4k Collaborative,Green Bay
54311,Baird Elementary School,2
54311,Wequiock Elementary School,5
54311,Wilder Elementary School,3
54311,Mcauliffe Elementary School,7
54311,Holy Cross Catholic School,5
54311,Prince of Peace School,5
54311,Northeastern Wisconsin Lutheran High School,4
54311,Red Smith K-8,5
54311,Early Learning Prince of Peace,Green Bay
54302,Danz Elementary School,1
54302,Edison Middle School,2
54302,Eisenhower Elementary School,1
54302,Martin Elementary School,3
54302,Nicolet Elementary School,1
54302,Preble High School,2
54302,Sullivan Elementary School,2
54302,Green Bay Trinity Lutheran School,5
54302,St. Philip the Apostle School,WI
54302,St Bernard School,5
54302,Mount Carmel Academy,WI
54302,Green Bay Head Start,Green Bay
54302,Early Learning Center,Green Bay
54302,John Dewey Academy of Learning,4
54304,Ashwaubenon High School,7
54304,Parkview Middle School,4
54304,Valley View Elementary School,6
54304,Cormier School And Early Learning Center,5
54304,Beaumont Elementary School,3
54304,Jackson Elementary School,4
54304,Kennedy Elementary School,4
54304,Macarthur Elementary School,4
54304,Southwest High School,3
54304,Tank Elementary School,3
54304,Holy Family School,5
54304,Pilgrim Lutheran School,Green Bay
54304,St. Mark Evangelical Lutheran School,WI
54304,Beth Haven Academy,WI
54304,Enterprise Academy,Green Bay
54304,St. Joseph School,4
54304,Family Services of Northeast Wisconsin,WI
54303,Lincoln Elementary School,3
54303,Chappell Elementary School,4
54303,Elmore Elementary School,2
54303,Fort Howard Elementary School,3
54303,Franklin Middle School,2
54303,Jefferson Elementary School,3
54303,Keller Elementary School,2
54303,West High School,1
54303,Howard Elementary School,5
54303,Holy Apostles Catholic School,Green Bay
54303,Trinity Catholic Elementary School,Green Bay
54303,Redeemer Lutheran School,3
54303,Bay City Christian School,5
54303,St. James Lutheran School,WI
54303,Notre Dame De La Baie Academy,4
54303,Providence Academy,5
54303,Adventist Junior Academy,5
54301,Aldo Leopold Community School K-8,4
54301,Bay View,3
54301,Doty Elementary School,2
54301,East High School,2
54301,Howe Elementary School,1
54301,Langlade Elementary School,4
54301,Washington Middle School,1
54301,Webster Elementary School,4
54301,St Thomas More School,5
54301,St Matthew School,5
54301,Resurrection Catholic School,4
54301,St Paul Lutheran School,5
54301,First Evangelical Lutheran School,WI
54301,Marian Montessori Center,WI
54301,Leonardo Da Vinci School For Gifted Learners,9
54301,Minoka-Hill School,1
54155,Hillcrest Elementary School,7
54155,Oneida Nation School System,5
29681,Oakview Elementary School,8
29681,Bethel Elementary School,6
29681,Bryson Elementary School,6
29681,Mauldin Elementary School,5
29681,Simpsonville Elementary School,6
29681,Bryson Middle School,6
29681,Hillcrest High School,6
29681,Hillcrest Middle School,7
29681,Plain Elementary School,9
29681,Five Oaks Academy,Simpsonville
29681,Southside Christian School,4
29681,E Georgia Rd Baptist Church,Simpsonville
29681,Mauldin Middle School,6
29681,Bell's Crossing Elementary School,8
29681,Greenville Classical Academy,5
29681,Bethlehem Christian Academy,5
29681,Five Oaks Academy Montessori School,4
29681,Rudolph Gordon Elementary School,8
29681,Monarch Elementary,10
29681,Abiding Peace Academy,5
29681,Bethlehem Christian Academy,Simpsonville
29607,Sara Collins Elementary School,6
29607,East North Street Academy,6
29607,Greenbrier Elementary School,6
29607,J. L. Mann High Academy,6
29607,Golden Strip Career And Technology Center,Greenville
29607,Beck Academy,7
29607,Greenville Middle Academy,8
29607,Hope Academy,Greenville
29607,Christ Church Episcopal School,4
29607,St Joseph's Catholic School,4
29607,Upstate Christian Academy,5
29607,Palmetto Prep,SC
29607,Washington Center,5
29607,Langston Charter Middle School,10
29607,Sterling School,7
29607,Montessori School Of Mauldin,Greenville
29607,Dr. Phinnize J. Fisher Middle,8
29651,Chandler Creek Elementary School,5
29651,Crestview Elementary School,4
29651,Skyland Elementary School,9
29651,Blue Ridge High School,5
29651,Greer High School,5
29651,Greer Middle School,4
29651,Blue Ridge Middle School,8
29615,Lake Forest Elementary School,5
29615,Mitchell Road Elementary School,7
29615,Pelham Road Elementary School,8
29615,Mitchell Road Christian Academy,5
29615,Shannon Forest Christian School,4
29615,Montessori School Of Greenville,5
29615,Camperdown Academy,5
29615,Bridgeway Christian Academy,4
29615,Carolina International Preparatory School,4
29615,Sonrise Christian Academy,SC
29615,Carolina Prep,5
29615,GREEN Charter School,10
29615,Carolina Prep,Greenville
29615,Cyber Academy of South Carolina,Greenville
29615,Next High,Greenville
29687,Brook Glenn Elementary School,7
29687,Brushy Creek Elementary School,8
29687,Mountain View Elementary School,8
29687,Paris Elementary School,8
29687,Taylors Elementary School,7
29687,Tigerville Elementary School,9
29687,Eastside High School,7
29687,Northwood Middle School,6
29687,Pleasant View Christian Academy,5
29687,Hidden Treasure Christian School,5
29687,Prince of Peace Catholic School,4
29687,Greer Middle College Charter High School,9
29621,Concord Elementary School,10
29621,Nevitt Forest Community School Of Innovation,2
29621,Calhoun Academy Of The Arts,5
29621,T. L. Hanna High School,4
29621,Mccants Middle School,5
29621,Midway Elementary School of Science and Engineerin,7
29621,St. Joseph Catholic School,5
29621,Montessori School of Anderson,4
29621,Anderson Christian School,5
29621,Day Star School,SC
29621,New Covenant School,5
29621,Glenview Middle,6
29621,North Pointe Elementary School Of Choice,7
29605,Augusta Circle Elementary School,7
29605,Blythe Academy,5
29605,Southside High School,2
29605,Donaldson Career Center,Greenville
29605,Hughes Academy Of Science And Technology,4
29605,Our Lady Of The Rosary Catholic Elementary School,4
29605,Resurrected Treasure Christian Learning Center,SC
29605,Robert E. Cashion Elementary School,5
29605,Thomas E. Kerns Elementary School,3
29605,Faith Christian Academy and Pr,SC
29605,Lead Academy,6
29605,The Chandler School,Greenville
29605,Quest Leadership Academy,1
29650,Woodland Elementary School,7
29650,Riverside High School,7
29650,J. Harley Bonds Career Center,Greer
29650,Buena Vista Elementary School,8
29650,Riverside Middle School,9
29650,Calvary Christian School,4
29642,Concrete Primary School,5
29642,Forest Acres Elementary School,7
29642,West End Elementary School,7
29642,Hunt Meadows Elementary School,6
29642,Foothills Montessori School,4
29640,Crosswell Elementary School,5
29640,Dacusville Elementary School,6
29640,East End Elementary School,7
29640,Mckissick Elementary School,2
29640,Dacusville Middle School,8
29640,Richard H. Gettys Middle School,6
29640,Easley High School,4
29640,Easley Christian School,5
29640,Landmark Christian Academy,SC
29640,Foothills Christian Academy,SC
29640,Mount Carmel Christian School,Easley
29640,Soaring Eagles Christian Academy,Easley
29640,Mt Olive Christian Academy,Easley
29609,Stone Academy,7
29609,Summit Drive Elementary School,7
29609,Wade Hampton High School,7
29609,League Academy,6
29609,Sevier Middle School,6
29609,Hampton Park Christian School,4
29609,Paris Mountain Christian School,SC
29609,Cherrydale Elementary School,3
29680,Word of Life Ministries/ School,Simpsonville
29680,Brashier Middle College Charter School,8
29680,Ralph Chandler Middle School,7
29625,Pendleton High School,4
29625,Centerville Elementary,4
29625,Whitehall Elementary School,5
29625,Lakeside Middle School,3
29625,Westside High School,4
29625,New Prospect Elementary School,3
29625,Oakwood Christian School,Anderson
29611,Powdersville Middle School,7
29611,Alexander Elementary School,3
29611,Hollis Academy,4
29611,Welcome Elementary School,3
29611,Westcliffe Elementary School,8
29611,Carolina Academy,1
29611,Tanglewood Middle School,2
29611,St Anthony Of Padua Catholic School,5
29611,Abundant Life Christian School,4
29611,Tabernacle Christian School,5
29611,Powdersville Elementary School,9
29611,Harbor Christian Academy,SC
29611,Crosspoint Christian Academy,2
29611,Legacy Charter School,2
29611,Bethel Christian Academy,Greenville
29611,Powdersville High,5
29673,Spearman Elementary School,9
29673,Wren High School,6
29673,Wren Middle School,8
29673,Wren Elementary School,9
29673,Sue Cleveland Elementary School,4
29673,Grove Elementary School,3
29673,Woodmont High School,4
29673,Woodmont Middle School,5
29673,Piedmont Christian Academy,Piedmont
29673,Trinity Christian Academy,Piedmont
29617,Armstrong Elementary School,5
29617,Berea Elementary School,5
29617,Duncan Chapel Elementary School,6
29617,Monaview Elementary School,4
29617,Berea High School,4
29617,Enoree Career Center,SC
29617,Berea Middle School,4
29617,Lakeview Middle School,1
29360,Ford Elementary School,1
29360,E. B. Morse Elementary School,2
29360,Laurens Elementary School,4
29360,Sanders Middle School,3
29360,Laurens Middle School,5
29360,Laurens District 55 High School,3
29360,Faith Christian School,Laurens
29360,Laurens Academy,4
29360,First Baptist Church,SC
29690,Heritage Elementary School,5
29690,Travelers Rest High School,5
29690,Northwest Middle School,4
29690,Gateway Elementary School,5
29690,Ebenezer Academy,Travelers Rest
29644,Fountain Inn Christian School,3
29644,Fountain Inn Elementary School,5
29671,Ambler Elementary School,9
29671,Hagood Elementary School,4
29671,Holly Springs Elementary School,8
29671,A. R. Lewis Elementary School,4
29671,Pickens Elementary School,3
29671,Pickens High School,3
29671,Pickens Middle School,6
29671,Prince Avenue Prep School,Pickens
29671,Pickens Mennonite School,SC
29671,Lakeview Christian School,Pickens
29671,Community Lighthouse Academy,SC
29671,Youth Leadership Academy Charter,10
29627,Belton Elementary School,6
29627,Marshall Primary School,4
29627,Wright Elementary School,10
29627,Belton Middle School,5
29627,Calvary Christian School,Belton
29627,Trinity Christian Education School,Belton
29662,Mauldin High School,6
29662,St. Paul's Christian School,SC
29662,Montessori School of Mauldin,Mauldin
29630,Central Elementary School,6
29630,R. C. Edwards Middle School,7
29630,D. W. Daniel High School,5
29624,Homeland Park Elementary School,1
29624,Anderson Five Career Campus,SC
29624,Flat Rock Elementary School,7
29624,Southwood Academy For The Arts,9
29624,Anderson Five Charter School,3
29601,Greenville Senior High Academy,4
29601,St Marys Catholic School,5
29601,Haynsworth School,5
29601,Maranatha Baptist School,SC
29601,First Presbyterian Academy,5
29601,Fuller Normal Industrial Institute,Greenville
29601,Governor's School For Arts And Humanities,5
29601,Montessori Education Center,SC
29601,A.J. Whittenburg Elementary School,7
29657,Liberty Elementary School,6
29657,Liberty High School,5
29657,Pickens County Career And Technology Center,Liberty
29657,Liberty Middle School,5
29657,Chastain Road Elementary,4
29325,Clinton Elementary School,3
29325,Clinton High School,3
29325,Bell Street Middle School,4
29325,Eastside Elementary School,5
29325,Thornwell Middle & High School,Clinton
29631,Clemson Elementary School,7
29631,Clemson Montessori School,4
29626,Varennes Academy Of Communication And Technology,2
29626,Mclees Elementary School,4
29626,Robert Anderson Middle,6
29697,Career And Technology Center Of Anderson 1 And 2,Williamston
29697,Cedar Grove Elementary School,8
29697,Palmetto Middle School,6
29697,Palmetto High School,5
29697,Palmetto Elementary School,6
29669,West Pelzer Elementary School,6
29669,Fork Shoals Elementary School,7
29669,Ellen Woodside Elementary School,6
29356,O. P. Earle Elementary School,4
29356,Landrum High School,7
29356,Blue Ridge Christian Academy,5
29670,La France Elementary School,7
29670,Pendleton Elementary School,7
29670,Riverside Middle School,7
29670,Mt. Lebanon Elementary School,9
29689,Townville Elementary School,8
39503,Bel Aire Elementary School,5
39503,Harrison Central Elementary School,5
39503,Harrison Central High School,6
39503,Harrison Co Voc Complex,Gulfport
39503,Lizana Elementary School,7
39503,Lyman Elementary School,7
39503,Orange Grove Elementary School,5
39503,Crossroads Elementary School,4
39503,Three Rivers Elementary School,6
39503,West Harrison High School,9
39503,Harrison County Alternative School,MS
39503,Crossroads Elementary,Gulfport
39503,Temple Christian Academy,3
39503,Christian Collegiate Academy,4
39503,Roger Amos Mcmurtry School,1
39564,St. Martin Middle School,7
39564,St Martin High School,8
39564,St Martin Upper Elementary School,7
39564,St Martin East Elementary School,8
39564,Oak Park Elementary School,9
39564,Magnolia Park Elementary School,8
39564,N E Taconi Elementary School,Ocean Springs
39564,Ocean Springs High School,9
39564,Pecan Park Elementary School,7
39564,Ocean Springs Middle School,9
39564,Keys Voc Center,MS
39564,St Alphonsus School,3
39564,Grace Baptist Academy,4
39532,Biloxi High School,7
39532,Diberville Senior High School,6
39532,Woolmarket Elementary School,6
39532,North Woolmarket Elementary and Middle School,10
39532,St Martin N Elementary School,8
39532,St. Patrick High School,Biloxi
39532,St Patrick Catholic High School,3
39532,Cedar Lake Christian Academy,4
39532,Gulf Coast SDA School,MS
39532,North Bay Elementary School,9
39501,Central Elementary School,3
39501,Gulfport Central Middle School,6
39501,Gaston Point Elementary School,5
39501,Twenty Eighth St Elementary School,5
39501,West Elementary School,9
39501,St. John Interparochial Elementary School,Gulfport
39501,Covenant Christian School,Gulfport
39501,Harrison Co Child Development Cen,Gulfport
39501,North Gulfport 7th Grade,6
39501,North Gulfport 8th Grade,5
39531,Beauvoir Elementary School,Biloxi
39531,Jeff Davis Elementary School,8
39531,Popps Ferry Elementary School,7
39531,Our Lady Of Fatima School,5
39531,Lopez School,MS
39507,Anniston Avenue Elementary School,7
39507,Bayou View Elementary School,10
39507,Bayou View Middle School,9
39507,Gulfport High School,8
39507,Pass Road Elementary School,8
39507,The Learning Center,Gulfport
39507,Gulfport Vocational Annex,Gulfport
39507,Westminster Academy,5
39507,St James School,4
39560,Harper Mc Caughan Elementary School,7
39560,Thomas L Reeves Elementary School,8
39560,Long Beach Middle School,8
39560,Long Beach Senior High School,9
39560,Wj Quarles Elementary School,7
39560,Coast Episcopal School,4
39560,St. Vincent De Paul Catholic School,5
39560,South MS Regional Center,MS
39553,College Park Elementary School,5
39553,Gautier Elementary School,7
39553,Gautier Middle School,7
39553,Singing River Elementary,5
39553,Gautier High School,8
39553,Martin Bluff,5
39565,Vancleave Upper Elementary School,9
39565,Alternative School,Vancleave
39565,Vancleave Lower Elementary School,3
39565,Vancleave Middle School,8
39565,Vancleave High School,8
39565,Jackson County Vocational Center,MS
39565,Hope Academy,Vancleave
39562,East Central Middle School,9
39562,East Central Lower Elementary School,5
39562,East Central Upper Elementary School,8
39562,East Central High School,9
39562,Moss Point Escatawpa Upper Elementary School,3
39571,Pineville Elementary School,9
39571,Delisle Elementary School,8
39571,Pass Christian Elementary School,5
39571,Pass Christian High School,9
39571,Pass Christian Middle School,8
39571,St. Paul Catholic School,MS
39520,Second Street Elementary School,Bay St. Louis
39520,Bay High School,8
39520,North Bay Elementary School,6
39520,South Hancock Elementary School,6
39520,Central Christian Academy,5
39520,Holy Trinity Catholic School,4
39520,St Stanislaus High School,4
39520,Bay Waveland Middle School,6
39520,Central Christian Academy,MS
39574,Saucier Elementary School,8
39574,West Wortham Elementary And Middle School,8
39530,Gorenflo Elementary School,5
39530,Lopez Elementary School,Biloxi
39530,Biloxi Junior High School,8
39530,Michel 6th Grade,Biloxi
39530,Nativity Bvm School,5
39530,Nichols Elementary School,MS
21740,Washington County Technical High School,8
21740,Evening High School,MD
21740,Bester Elementary School,2
21740,Conococheague Elementary School,5
21740,E. Russell Hicks Middle School,5
21740,Emma K. Doub Elementary School for Integrated Arts & Technology,5
21740,Fountain Rock Elementary School,5
21740,Lincolnshire Elementary School,4
21740,Pangborn Elementary School,3
21740,Salem Avenue Elementary School,5
21740,South Hagerstown High School,5
21740,Western Heights Middle School,5
21740,Winter Street Elementary School,3
21740,Antietam Academy,Hagerstown
21740,St Mary Catholic School,5
21740,Saint James School,5
21740,Grace Academy,4
21740,Broadfording Christian Academy,4
21740,Truth Christian Academy,5
21740,Huyetts Mennonite School,Hagerstown
21740,Heritage Academy,5
21740,Highland View Academy,4
21740,Mount Aetna Adventist School,5
21740,Hagerstown Mennonite Fellowship School,MD
21740,Hillside Mennonite School,Hagerstown
21740,Ebenezer Christian School,4
21740,Hagerstown Childrens School,5
21740,Emmanuel Christian School,Hagerstown
21740,Marshall Street School,Hagerstown
21740,Washington County Job Development Center,Hagerstown
21740,Rockland Woods Elementary School,5
21740,Barbara Ingram School For The Arts,9
21740,Ruth Ann Monroe Primary,Hagerstown
21742,Eastern Elementary School,5
21742,Paramount Elementary School,8
21742,Fountaindale Elementary School,7
21742,North Hagerstown High School,5
21742,Northern Middle School,5
21742,Old Forge Elementary School,6
21742,Potomac Heights Elementary School,6
21742,St Maria Goretti High School,4
21742,Paradise Mennonite School,Hagerstown
21742,Laurel Hall School - Hagerstown,Hagerstown
21742,Strawbridge School Extension Program,MD
21742,Stone Bridge Academy,Hagerstown
25404,Spring Mills Primary School,4
25404,Faith Christian Academy,4
25404,Morgan Academy,5
25404,Spring Mills High School,5
25427,Back Creek Valley Elementary School,5
25427,Hedgesville Elementary School,3
25427,Hedgesville High School,5
25427,Hedgesville Middle School,8
25427,Tomahawk Intermediate School,7
25427,Pleasant View Elementary School,7
25401,Bedington Elementary School,3
25401,Burke Street Elementary School,6
25401,Martinsburg North Middle School,3
25401,Martinsburg South Middle School,3
25401,Martinsburg High School,3
25401,Opequon Elementary School,4
25401,Rosemont Elementary School,5
25401,Tuscarora Elementary School,5
25401,Valley View Elementary School,4
25401,Winchester Avenue Elementary School,6
25401,Berkeley Heights Elementary School,7
25401,James Rumsey Technical Institute,Martinsburg
25401,St. Joseph School,4
25401,Martinsburg Christian Academy,Martinsburg
25401,Eagle School Intermediate,3
25401,Orchard View Intermediate School,5
25401,Board Of Child Care,5
25401,Spring Mills Middle School,9
25403,Rocky Knoll School,5
25403,Jefferson Academy,5
25428,Inwood Primary School,5
25428,Musselman High School,7
25419,Marlowe Elementary School,3
21713,Boonsboro Elementary School,6
21713,Boonsboro Middle School,7
21713,Boonsboro High School,7
21713,Greenbrier Elementary School,8
21713,San Mar Children's Home,MD
21713,Faith Christian Academy,MD
21713,Boonsboro Christian Academy,Boonsboro
21783,Smithsburg High School,8
21783,Smithsburg Elementary School,5
21783,Smithsburg Middle School,8
25413,Bunker Hill Elementary School,7
25413,Musselman Middle School,9
25413,Mill Creek Intermediate School,3
25413,Eastern Panhandle Christian Academy,5
17055,Broad Street El School,5
17055,Shepherdstown El School,5
17055,Mechanicsburg Middle School,5
17055,Upper Allen El School,6
17055,Northside El School,6
17055,Mechanicsburg Area Senior High School,8
17055,Rossmoyne El School,6
17055,St Joseph School,4
17055,The Montessori School & Children's House,Mechanicsburg
17055,Elmwood El School,6
17055,Kindercare Learning Center,Mechanicsburg
17055,Kindergarten Center At Filbert St,Mechanicsburg
17050,Sporting Hill El School,6
17050,Silver Spring El School,6
17050,Green Ridge El School,8
17050,Cumberland Valley High School,8
17050,Good Hope Middle School,8
17050,Hampden El School,7
17050,Eagle View Middle School,5
17050,Heritage Christian Academy,5
17050,Cumberland-Perry Avts,PA
17050,Faith Tabernacle School,PA
17112,Central Dauphin Senior High School,6
17112,Linglestown El School,6
17112,Paxtonia El School,6
17112,West Hanover El School,7
17112,Linglestown Middle School,5
17112,Mountain View Elementary School,6
17112,Holy Name of Jesus School,Harrisburg
17112,Harrisburg Christian School,4
17112,Commonwealth Charter Academy,2
17112,Yellow Breeches Educational Center,Harrisburg
17112,AA To ZZ Child Care,Harrisburg
17013,Letort Elementary School,4
17013,North Dickinson El School,7
17013,Crestview El School,6
17013,Mooreland El School,8
17013,Hamilton El School,4
17013,Bellaire El School,6
17013,Carlisle Area High School,6
17013,Wilson Middle School,6
17013,Lamberton Middle School,6
17013,Middlesex El School,5
17013,The Christian School Of Grace Baptist Church,5
17013,Millcreek Parochial School,PA
17013,Cornerstone Christian Academy,PA
17013,Northwestern Human Services Autism School,Carlisle
17013,ABC Bright Beginnings Nur School,Carlisle
17011,Camp Hill Middle School,8
17011,Eisenhower El School,7
17011,Hoover El School,4
17011,Camp Hill Senior High School,9
17011,West Creek Hills El School,6
17011,Cedar Cliff High School,6
17011,Lower Allen El School,2
17011,Highland El School,6
17011,Allen Middle School,5
17011,Trinity High School,4
17011,Good Shepherd Elementary School,4
17011,Bible Baptist School,3
17011,The Learning Center,3
17011,Sylvan Learning Center,PA
17011,Capital Area Children's Center,PA
17011,Al-Huda,Camp Hill
17011,West Shore Christian Academy,5
17111,South Side El School,4
17111,Paxtang El School,4
17111,Rutherford El School,4
17111,Chamber Hill El School,3
17111,Lawnton El School,4
17111,Circle School,4
17111,The Circle School,Harrisburg
17111,Bishop McDevitt High School,4
17111,St Catherine Laboure School,4
17111,Town & Country Day School,Harrisburg
17111,The Samuel School,Harrisburg
17110,Benjamin Franklin School,1
17110,Camp Curtin School,2
17110,Thomas W Holtzman Jr  El School,4
17110,Rabbi David L Silver Yeshiva Academy,5
17110,Londonderry School,4
17110,Zion Academy,PA
17110,The Nativity School Of Harrisburg,Harrisburg
17110,Little Learners Child Development Center,Harrisburg
17110,New Story,5
17110,Cornell Abraxas Group,Harrisburg
17257,Grace B Luhrs Univ Elementary School,6
17257,Shippensburg Area Middle School,5
17257,Shippensburg Area Senior High School,7
17257,Anchor Christian School,Shippensburg
17257,Living Faith School,Shippensburg
17257,Middle Run Parochial School,PA
17257,Oak Grove Parochial School,Shippensburg
17257,Running Pump Rd Parochial School,PA
17257,South Mountain Parochial School,Shippensburg
17257,Spring Hill Parochial School,PA
17257,Independent Baptist Christian Academy,PA
17257,Mowersville Christian Academy,3
17257,Mount Rock Parochial School,PA
17257,Clearfield Parochial School,Shippensburg
17257,Chestnut Grove School (Parochial),Shippensburg
17257,Otterbein School,PA
17257,Shady Lane Amish School,PA
17257,Nancy Grayson El School,5
17257,James Burd El School,7
17257,Shippensburg Intrm School,6
17257,Shady Lane Mennonite School,Shippensburg
17109,Central Dauphin East Middle School,3
17109,Central Dauphin East Senior High School,2
17109,Phillips El School,5
17109,North Side El School,4
17109,Dauphin County Technical School,5
17109,Susquehanna Twp Middle School,6
17109,Susquehanna Twp High School,5
17109,Sara Lindemuth El School,4
17109,Harrisburg Adventist School,1
17109,Covenant Christian Academy,4
17109,New Generation Christian Academy,PA
17109,Central Dauphin Middle School,6
17109,Heaven Sent Academy,PA
17109,Harrisburg Adventist School,Harrisburg
17036,Lower Dauphin Middle School,7
17036,Nye El School,5
17036,Lower Dauphin High School,8
17036,Mountain View Christian School,PA
17036,Lancaster Mennonite School--Hershey Campus,4
17036,Price,7
17036,Hershey Christian School,Hummelstown
17036,Early Explorers,PA
17057,Londonderry El School,6
17057,Middletown Area Middle School,7
17057,Kunkel El School,7
17057,Middletown Area High School,4
17057,Seven Sorrows of BVM School,4
17057,Robert Reid Elementary School,4
17057,Middletown Area Bible Ch Academy,PA
17057,Fink El School,4
17015,St. Patrick School,4
17015,Allen Christian Day School,Carlisle
17015,Carlisle Christian Academy,5
17015,Hidden Valley School,PA
17015,Blue Ridge Mennonite School,Carlisle
17015,Yellow Breeches Education Center,PA
17104,Sylvan Heights Science Cs,2
17104,Marshall School,3
17104,Foose School,1
17104,Melrose School,2
17104,Holy Family Elementary School,5
17104,Rowland School,2
